3|9|1|.|.|4|.|.|.
5|.|.|.|.|.|.|.|8
7|.|.|.|.|.|.|3|6
.|7|6|.|3|.|.|4|.
9|.|3|.|.|7|.|.|2
2|.|8|9|.|.|.|.|5
.|8|7|4|.|.|.|.|.
.|.|.|.|.|8|.|2|.
.|2|.|.|.|.|7|.|9
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
